Date,Time_st,Transect,Bearing,Secchi,Depth_st,Taxon_name,Family,Common_family,Consumer_group,Lw_a,Lw_b,Length_conversion_factor,Number,Size_TL_cm,Length_conv,Biomass_g,num_m^2,g_m^2
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Parupeneus multifasciatus,Mullidae,Goatfish,SECONDARY,0.01,3.21,0.9,1,7,6.3,4.18,6.67E-03,0.02
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Chaetodon vagabundus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.97,1,1,17,17,126.5,6.67E-03,0.84
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,17,15.47,105.51,6.67E-03,0.7
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,6,5.46,4.5,6.67E-03,0.03
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,2,4,3.64,2.63,0.01,0.01
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,3,5,4.55,7.77,0.02,0.05
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,45,43.2,1541.44,6.67E-03,10.27
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,18,16.38,121.39,6.67E-03,0.8
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,4,3.76,4.13,0.01,0.02
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Scarus altipinnis,Scaridae,Parrotfish,PRIMARY,0.01,3.02,0.98,1,7,6.86,6.28,6.67E-03,0.04
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,2,8,7.76,18.76,0.01,0.12
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,5,7,7,39.27,0.03,0.26
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,4,4,4,5.96,0.02,0.03
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,10,10,22.65,6.67E-03,0.15
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,6,5,5,17.35,0.04,0.11
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,12,10.92,36.74,6.67E-03,0.24
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,5,5,4.3,9.6,0.03,0.06
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Canthigaster solandri,Tetraodontidae,Pufferfish,PRIMARY,0.02,2.97,1,1,7,7,9.83,6.67E-03,0.06
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Canthigaster amboinensis,Tetraodontidae,Pufferfish,PRIMARY,0.01,2.91,1,1,12,12,27.72,6.67E-03,0.18
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Canthigaster solandri,Tetraodontidae,Pufferfish,PRIMARY,0.02,2.97,1,1,10,10,28.46,6.67E-03,0.18
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,50,3,2.73,32.25,0.33,0.21
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,55,5,4.55,156.06,0.36,1.04
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,50,4,3.64,74.28,0.33,0.49
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,2,7,6.51,9.43,0.01,0.06
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,8,6.88,7.76,6.67E-03,0.05
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,6,5.64,7.01,6.67E-03,0.04
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,5,6,5.16,16.5,0.03,0.11
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,4,3,2.88,3.91,0.02,0.02
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,4,2,1.92,1.16,0.02,7.78E-03
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,17,4,3.84,39.36,0.11,0.26
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,6,6,4.68,6.67E-03,0.03
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,10,9.4,32.62,6.67E-03,0.21
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,15,13.65,72.22,6.67E-03,0.48
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,7,4,3.44,6.92,0.04,0.04
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Monotaxis grandoculis,Lethrinidae,Emperor,SECONDARY,0.02,3.02,0.89,1,7,6.23,5.78,6.67E-03,0.03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,5,15,13.65,361.14,0.03,2.4
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chaetodon ulietensis,Chaetodontidae,Butterflyfish,SECONDARY,0.03,2.87,1,1,5,5,3.17,6.67E-03,0.02
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chaetodon vagabundus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.97,1,2,18,18,299.88,0.01,1.99
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chaetodon ephippium,Chaetodontidae,Butterflyfish,SECONDARY,0.02,3.06,1,2,22,22,578.18,0.01,3.85
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Halichoeres hortulanus,Labridae,Wrasse,SECONDARY,0.01,3.06,1,1,40,40,964.4,6.67E-03,6.42
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,5,4,3.44,4.94,0.03,0.03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Rhinecanthus aculeatus,Balistidae,Triggerfish,SECONDARY,0.05,2.64,1,1,17,17,92.74,6.67E-03,0.61
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,4,5,5,11.56,0.02,0.07
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,7,7,7.85,6.67E-03,0.05
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,4,4,1.49,6.67E-03,9.94E-03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,5,15,15,377.51,0.03,2.51
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Zebrasoma veliferum,Acanthuridae,Surgeonfish,PRIMARY,0.03,2.86,1,1,6,6,5.81,6.67E-03,0.03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chaetodon lunulatus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.98,1,1,10,10,28.89,6.67E-03,0.19
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,4,3.64,1.31,6.67E-03,8.80E-03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,6,5.64,14.02,0.01,0.09
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,3,2.73,0.55,6.67E-03,3.68E-03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,16,14.56,87.81,6.67E-03,0.58
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,16,14.56,84.62,6.67E-03,0.56
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Rhinecanthus aculeatus,Balistidae,Triggerfish,SECONDARY,0.05,2.64,1,1,22,22,183.23,6.67E-03,1.22
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Caranx melampygus,Carangidae,Jack,PISCIVORE,0.02,2.97,0.89,1,38,33.82,1011.66,6.67E-03,6.74
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,6,6,4.97,6.67E-03,0.03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,8,8,11.67,6.67E-03,0.07
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,3,10,10,67.95,0.02,0.45
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,60,4,3.64,89.14,0.4,0.59
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,4,5,4.8,18.04,0.02,0.12
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,5,4,3.84,11.57,0.03,0.07
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,7,6.02,5.21,6.67E-03,0.03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,4,3.44,0.98,6.67E-03,6.60E-03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,7,5,4.3,13.44,0.04,0.08
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,31,29.76,508.77,6.67E-03,3.39
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,3,3,2.58,1.26,0.02,8.42E-03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,5,8,7.52,83.33,0.03,0.55
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,5,6,5.64,35.05,0.03,0.23
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,5,5,4.7,20.25,0.03,0.13
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,12,5,4.55,34.05,0.08,0.22
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,15,6,5.46,72.21,0.1,0.48
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Thalassoma amblycephalum,Labridae,Wrasse,PLANKTIVORE,9.50E-03,3,1,2,10,10,19,0.01,0.12
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,20,3,2.73,12.9,0.13,0.08
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Centropyge flavissima,Pomacanthidae,Angelfish,PRIMARY,0.03,2.79,1,1,7,7,7.29,6.67E-03,0.04
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,7,7,20.3,0.01,0.13
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,5,5,7.4,0.01,0.04
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Abudefduf septemfasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3.15,0.93,4,20,18.6,1183.12,0.02,7.88
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Abudefduf sexfasciatus,Pomacentridae,Damselfish,PLANKTIVORE,0.02,3.15,0.88,1,10,8.8,20.18,6.67E-03,0.13
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Abudefduf sexfasciatus,Pomacentridae,Damselfish,PLANKTIVORE,0.02,3.15,0.88,1,7,6.16,6.55,6.67E-03,0.04
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Rhinecanthus aculeatus,Balistidae,Triggerfish,SECONDARY,0.05,2.64,1,1,20,20,142.45,6.67E-03,0.94
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Abudefduf sexfasciatus,Pomacentridae,Damselfish,PLANKTIVORE,0.02,3.15,0.88,1,4,3.52,1.12,6.67E-03,7.49E-03
9/28/2023, 12:32:00,TAUAURlee01B,350,7.7,1.6,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,7,5,4.55,19.86,0.04,0.13
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,4,6,6,14.79,0.02,0.09
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chaetodon vagabundus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.97,1,1,18,18,149.94,6.67E-03,0.99
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,20,18.2,167.63,6.67E-03,1.11
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Anyperodon leucogrammicus,Serranidae,Grouper,PISCIVORE,1.40E-03,3.54,1,1,28,28,190.82,6.67E-03,1.27
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Halichoeres hortulanus,Labridae,Wrasse,SECONDARY,0.01,3.06,1,1,26,26,257.64,6.67E-03,1.71
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Halichoeres hortulanus,Labridae,Wrasse,SECONDARY,0.01,3.06,1,1,24,24,201.61,6.67E-03,1.34
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,5,28,28,2408.88,0.03,16.05
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,3,5,5,6.73,0.02,0.04
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,4,4,2.43,0.01,0.01
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,7,6.51,4.71,6.67E-03,0.03
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,5,4.65,1.73,6.67E-03,0.01
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,8,7.44,7.02,6.67E-03,0.04
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Halichoeres hortulanus,Labridae,Wrasse,SECONDARY,0.01,3.06,1,1,25,25,228.47,6.67E-03,1.52
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,3,27,26.19,1594.47,0.02,10.62
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Sargocentron spiniferum,Holocentridae,Soldierfish,SECONDARY,0.01,3.11,0.93,1,30,27.9,497.01,6.67E-03,3.31
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,14,13.02,37.15,6.67E-03,0.24
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,25,24,268.32,6.67E-03,1.78
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,27,25.92,337.34,6.67E-03,2.24
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,28,26.88,375.88,6.67E-03,2.5
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,30,28.8,461.5,6.67E-03,3.07
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Lutjanus gibbus,Lutjanidae,Snapper,SECONDARY,0.01,3.13,0.89,1,32,28.48,479.27,6.67E-03,3.19
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,3,17,14.79,252.9,0.02,1.68
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Carcharhinus melanopterus,Carcharhinidae,Requiem,PISCIVORE,1.36E-03,3.34,1,1,100,100,6509.36,6.67E-03,43.39
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,9,26,21.84,2638.83,0.06,17.59
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,4,26,25.22,1875.69,0.02,12.5
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Monotaxis grandoculis,Lethrinidae,Emperor,SECONDARY,0.02,3.02,0.89,1,27,24.03,341.92,6.67E-03,2.27
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Monotaxis grandoculis,Lethrinidae,Emperor,SECONDARY,0.02,3.02,0.89,1,32,28.48,571.38,6.67E-03,3.8
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,3,5,5,8.67,0.02,0.05
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,30,30,591.31,6.67E-03,3.94
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,17,15.47,105.51,6.67E-03,0.7
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,3,15,13.05,183.34,0.02,1.22
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,3,28,23.52,1112.35,0.02,7.41
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Caranx melampygus,Carangidae,Jack,PISCIVORE,0.02,2.97,0.89,1,33,29.37,665,6.67E-03,4.43
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,3,5,5,10.18,0.02,0.06
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,7,7,9.15,6.67E-03,0.06
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Crenimugil crenilabrus,Mugilidae,Mullet,PRIMARY,0.03,2.73,1,2,28,28,692.79,0.01,4.61
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Myripristis berndti,Holocentridae,Soldierfish,PLANKTIVORE,0.02,3,0.92,1,17,15.64,106.91,6.67E-03,0.71
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Stethojulis bandanensis,Labridae,Wrasse,PLANKTIVORE,0.03,2.58,1,2,6,6,6.18,0.01,0.04
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Abudefduf septemfasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3.15,0.93,1,18,16.74,212.19,6.67E-03,1.41
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,2,4,4,3.51,0.01,0.02
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,6,5.64,14.02,0.01,0.09
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Labroides dimidiatus,Labridae,Wrasse,SECONDARY,5.85E-03,3.23,1,1,7,7,3.14,6.67E-03,0.02
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,3,6,6,14.06,0.02,0.09
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,3,7,7,22.32,0.02,0.14
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,3,2.58,0.42,6.67E-03,2.81E-03
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,3,4,3.44,2.96,0.02,0.01
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,4,4,3.78,0.01,0.02
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,4,4,1.38,6.67E-03,9.26E-03
9/26/2023, 14:06:00,REIwind02D,130,17.3,0.9,Labroides dimidiatus,Labridae,Wrasse,SECONDARY,5.85E-03,3.23,1,1,10,10,9.95,6.67E-03,0.06
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Labroides dimidiatus,Labridae,Wrasse,SECONDARY,5.85E-03,3.23,1,1,7,7,3.14,6.67E-03,0.02
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,2,10,9.3,27.28,0.01,0.18
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,14,13.02,37.15,6.67E-03,0.24
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,8,7.44,7.02,6.67E-03,0.04
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,4,5,5,8.98,0.02,0.05
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Stethojulis bandanensis,Labridae,Wrasse,PLANKTIVORE,0.03,2.58,1,3,4,4,3.25,0.02,0.02
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,8,4,4,9.75,0.05,0.06
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Gnathodentex aureolineatus,Lethrinidae,Emperor,SECONDARY,0.02,3.06,0.91,3,25,22.75,1157.57,0.02,7.71
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,7,7,11.27,0.01,0.07
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Labroides dimidiatus,Labridae,Wrasse,SECONDARY,5.85E-03,3.23,1,1,10,10,9.95,6.67E-03,0.06
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Epinephelus merra,Serranidae,Grouper,PISCIVORE,0.01,2.96,1,1,26,26,249.5,6.67E-03,1.66
